"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.610854174,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.025112203,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.640828448,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-20.991372606,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.608614293,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.213880983,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.169104099,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",6.541080048,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.765907329,
"GBR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.621362281,
"GBR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.691608792,
"GBR","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.23497788,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q1",2.07112252,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.757490173,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.351611158,
"EST","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.525246026,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.687677837,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.869907948,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.862898523,
"EST","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.107544631,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.526150165,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.166856823,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.294831601,
"EST","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.155275465,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.716075905,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.756161768,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.775670171,
"EST","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.68327424,
"EST","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.59567517,
"EST","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.819026666,
"EST","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.77773761,
"EST","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.8264551,
"EST","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.021021411,
"EST","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-1.340947317,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.654390627,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.117777678,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.366774101,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.75496245,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.512055136,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.502598831,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.602133078,
"DNK","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.499343436,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.218153226,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.005162313,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.45731937,
"DNK","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.304154136,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.238431161,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.31245075,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.776992759,
"DNK","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.097948727,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.057434453,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.88736584,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.767130074,
"DNK","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.712092153,
"DNK","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.506168663,
"DNK","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.862537915,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.78518249,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.02435951,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.629616134,
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.539328503,
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.427001157,
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.585880251,
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.52041551,
"ESP","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.659258956,
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.608861527,
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.346200217,
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.295000101,
"ESP","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.217169436,
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-5.48725517,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.826255917,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.637933629,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.058975087,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.228663315,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.352205559,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.108188446,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.26529089,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.188858719,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.458973728,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.23294816,"P"
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.848873944,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.393387696,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.767296518,
"JPN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.06208653,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.214117961,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.373275512,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.65449446,
"JPN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.261929599,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.54381355,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.367293152,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.003122248,
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-2.94410301,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.562541669,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.058881887,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.515919374,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.627127317,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.33106093,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.366306534,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-0.449957702,
"JPN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.951359935,
"JPN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.052124403,
"JPN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.861347346,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.640263844,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.702446706,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.791026135,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.813194811,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.540743228,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.599464933,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.279781017,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.195591608,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.589434972,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.556562281,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.52626527,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.001059269,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.614845098,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.325133372,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.438180028,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.984264308,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.804629814,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.715244724,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.201936445,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.322759328,
"OECD","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.254288474,
"OECD","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.4,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.994622904,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.963470989,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.685236151,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.569736833,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.778925608,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.300775738,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.630028733,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.033684589,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.22213118,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.018224034,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.295805412,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.50729819,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.301414432,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.777202316,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.51540478,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.71677372,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.036181066,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.596868535,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",4.027028978,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.121159847,
"NOR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.851570613,
"NOR","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.710270806,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.408454289,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.226217408,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.890569221,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.448917613,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.782556899,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.935677393,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.447465932,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.011549229,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.982147406,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.423365141,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.255547701,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.545324536,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.523923006,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-14.204315194,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.555562552,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.516174395,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.238841368,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.589262825,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.066362162,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.317358247,
"HUN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.839275062,
"HUN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.113577174,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.08691958,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.023044213,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.421873021,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.517990679,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.875239281,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.785105341,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.690122507,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.340869542,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.090640853,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.990737829,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.326642811,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.300683754,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.157302609,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.042537245,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.983958377,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.192421261,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.092953257,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-0.792048753,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.30781901,
"CAN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.602575751,
"CAN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.764951812,
"CAN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.807113811,
"CAN","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.4,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.914025093,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.053614116,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.268470665,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.952133449,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.314439208,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-4.521334106,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.234207843,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-1.484693094,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.089245194,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.867411121,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.17854977,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-1.686824106,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.221200143,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-14.851950392,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.911785776,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.251784565,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q1",3.566100808,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q2",-0.617639673,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.865873793,
"ARG","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.631489361,
"ARG","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.178956556,
"ARG","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.042620016,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.817729257,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.164811792,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.832006922,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",2.237028269,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.184120958,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.393882816,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.126960646,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.267275702,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.695657307,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.163738933,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.137262505,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.56329253,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.68723409,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.693831498,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.058701409,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.19106505,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.648343398,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.856263654,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.414069838,
"SVN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",5.181409029,
"SVN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.685958053,
"SVN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.839279234,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.020370911,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.273873841,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.372894662,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.647030592,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.30024196,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.088042119,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.167427433,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.00176535,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.744990732,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.855135192,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.010424811,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.210255608,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.113185206,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.164252218,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.891597154,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.756287637,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.2232496,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.576814658,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.936605672,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.697654438,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.515349567,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.974483473,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.100113239,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.773565044,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.312207756,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.405663296,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.633744523,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.051826324,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.03320375,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.344215146,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.409178596,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.559886854,
"BRA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.106705147,
